,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,power,growth,MAPE,period_AE
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,linear,161.14,166.28
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,logistic,176.17,183.0
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,linear,127.72,131.01
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,logistic,155.93,161.76
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,linear,160.31,165.9
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,linear,127.34,128.88
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,logistic,161.05,166.78
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,logistic,202.72,209.26999999999998
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,linear,129.02,132.42000000000002
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,logistic,175.49,180.63
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,linear,167.33,172.09
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,linear,128.92,130.92
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,logistic,172.3,177.58
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,logistic,170.1,175.84
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,linear,133.9,137.08
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,logistic,142.53,146.92000000000002
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,77.68,76.35
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,linear,135.23,136.67000000000002
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,linear,59.2,56.989999999999995
0,India,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,logistic,149.49,154.46
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,51.28,40.97
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,linear,69.61,67.47
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,logistic,51.06,40.17
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,linear,62.58,59.3
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,logistic,54.34,38.68
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,linear,51.89,49.059999999999995
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,logistic,66.05,28.7
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,logistic,66.09,28.389999999999997
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,linear,78.41,76.78
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,linear,58.57,54.71
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,logistic,64.89,29.98
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,linear,59.38,57.05
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,logistic,24.56,10.39
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,logistic,24.0,8.66
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,149.22,151.72
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,linear,61.81,57.9
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,501.3,523.59
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,linear,117.04,119.36
0,India,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,logistic,24.68,9.68
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,logistic,507.76,532.93
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,linear,172.49,179.21
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,linear,124.27,124.25
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,logistic,497.7,518.8
0,India,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,linear,137.78,142.74
