,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,power,growth,MAPE,period_AE
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,linear,18.22,11.959999999999999
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,linear,16.37,10.459999999999999
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,logistic,35.59,31.65
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,logistic,19.89,5.72
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,linear,17.66,2.87
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,linear,18.1,11.42
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,logistic,47.26,43.35
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,logistic,25.36,16.189999999999998
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,linear,16.38,10.71
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,linear,23.13,21.8
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,logistic,18.86,4.64
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,linear,17.44,1.96
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,logistic,46.22,42.1
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,linear,20.31,18.34
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,logistic,34.88,30.990000000000002
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,logistic,20.07,1.77
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,linear,20.73,7.68
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,18.52,15.079999999999998
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,linear,16.54,13.15
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,logistic,22.58,11.57
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,30.98,27.82
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,logistic,18.94,9.33
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,linear,18.22,15.129999999999999
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,linear,17.16,4.62
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,logistic,40.88,36.89
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,linear,16.29,12.479999999999999
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,logistic,26.57,22.470000000000002
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,linear,19.94,16.56
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,logistic,31.17,27.800000000000004
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,linear,16.27,4.62
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,logistic,37.18,33.39
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,linear,17.6,13.71
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,logistic,28.6,25.4
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,logistic,19.69,12.21
0,UK,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,19.4,15.1
0,UK,Desktop,-,183,0.1,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,34.9,31.380000000000003
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,logistic,26.05,21.48
