,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,power,growth,MAPE,period_AE
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,linear,18.07,11.28
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,linear,16.65,11.74
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,logistic,35.36,31.430000000000003
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,logistic,19.85,5.4399999999999995
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,linear,18.11,11.43
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,linear,17.96,4.130000000000001
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,logistic,24.4,14.41
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,linear,16.43,10.77
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,logistic,48.52,44.56
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,logistic,18.67,4.6
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,linear,23.22,21.93
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,linear,17.67,2.92
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,logistic,46.19,42.07
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,linear,20.45,18.68
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,logistic,34.91,31.019999999999996
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,18.45,14.879999999999999
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,logistic,20.14,2.18
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,linear,20.72,7.24
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,logistic,21.73,9.94
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,linear,16.12,12.11
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,30.56,27.41
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,linear,17.71,13.84
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,logistic,19.43,11.86
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,linear,17.17,4.82
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,logistic,26.89,22.81
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,linear,14.68,9.9
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,logistic,40.88,36.89
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,logistic,28.89,25.6
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,linear,20.5,17.94
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,linear,16.56,6.18
0,UK,Desktop,-,183,0.1,10.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,logistic,35.49,31.78
